depot,truck,timestamp,speed,distance,socpercent,chargingstatus,ignitionstatus,energytype,accumulatedkwh
Performance Team (Commerce),VNR 1,2023-09-28 14:12:39+00,NULL,NULL,NULL,NULL,0,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:15:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:15:39+00,NULL,NULL,8,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:18:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:18:39+00,NULL,NULL,8,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:18:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 14:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31593
Performance Team (Commerce),VNR 1,2023-09-28 14:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 14:18:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.36
Performance Team (Commerce),VNR 1,2023-09-28 14:21:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:21:39+00,NULL,NULL,8,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:21:43+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:21:43+00,NULL,NULL,8,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:22:04+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:22:04+00,NULL,NULL,8,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:22:26+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:22:26+00,NULL,NULL,8,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:24:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:24:39+00,NULL,NULL,10,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:27:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:27:39+00,NULL,NULL,12,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:30:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:30:39+00,NULL,NULL,14,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:33:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:33:39+00,NULL,NULL,16,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:36:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:36:39+00,NULL,NULL,18,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:39:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:39:39+00,NULL,NULL,20,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:42:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:42:39+00,NULL,NULL,22,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:45:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:45:39+00,NULL,NULL,24,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:48:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:48:39+00,NULL,NULL,26,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:51:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:51:39+00,NULL,NULL,28,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:54:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:54:39+00,NULL,NULL,29,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:57:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 14:57:39+00,NULL,NULL,31,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:00:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:00:39+00,NULL,NULL,33,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:03:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:03:39+00,NULL,NULL,35,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:06:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:06:39+00,NULL,NULL,37,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:09:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:09:39+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:12:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:12:39+00,NULL,NULL,40,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:15:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:15:39+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:18:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:18:39+00,NULL,NULL,44,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:18:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 15:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31755
Performance Team (Commerce),VNR 1,2023-09-28 15:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 15:18:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.37
Performance Team (Commerce),VNR 1,2023-09-28 15:21:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:21:39+00,NULL,NULL,46,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:24:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:24:39+00,NULL,NULL,48,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:27:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:27:39+00,NULL,NULL,50,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:30:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:30:39+00,NULL,NULL,52,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:33:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:33:39+00,NULL,NULL,53,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:36:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:36:39+00,NULL,NULL,55,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:39:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:39:39+00,NULL,NULL,57,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:42:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:42:39+00,NULL,NULL,59,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:45:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:45:39+00,NULL,NULL,60,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:48:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:48:39+00,NULL,NULL,62,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:51:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:51:39+00,NULL,NULL,64,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:54:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:54:39+00,NULL,NULL,66,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:57:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 15:57:39+00,NULL,NULL,68,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:00:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:00:39+00,NULL,NULL,69,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:03:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:03:39+00,NULL,NULL,71,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:06:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:06:39+00,NULL,NULL,73,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:09:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:09:39+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:09:40+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:09:40+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:12:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:12:39+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:15:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:15:39+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:18:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:18:39+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:18:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 16:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31901
Performance Team (Commerce),VNR 1,2023-09-28 16:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 16:18:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.38
Performance Team (Commerce),VNR 1,2023-09-28 16:21:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:21:39+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:24:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:24:39+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:27:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:27:39+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 16:30:08+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:10:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 18:10:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31901
Performance Team (Commerce),VNR 1,2023-09-28 18:10:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 18:10:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.38
Performance Team (Commerce),VNR 1,2023-09-28 18:10:50+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:10:50+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:12:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:12:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:15:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:15:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:18:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:18:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:18:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 18:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31901
Performance Team (Commerce),VNR 1,2023-09-28 18:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 18:18:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.38
Performance Team (Commerce),VNR 1,2023-09-28 18:21:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:21:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:24:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:24:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:27:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:27:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:30:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:30:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:33:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:33:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:36:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:36:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:39:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:39:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:42:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:42:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:45:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:45:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:48:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:48:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:51:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:51:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:54:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:54:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:57:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 18:57:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:00:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:00:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:03:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:03:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:06:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:06:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:09:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:09:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:12:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:12:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:15:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:15:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:18:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:18:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:18:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 19:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31901
Performance Team (Commerce),VNR 1,2023-09-28 19:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 19:18:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.39
Performance Team (Commerce),VNR 1,2023-09-28 19:21:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:21:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:24:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:24:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:27:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:27:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:30:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:30:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:33:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:33:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 19:34:54+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 20:06:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 20:09:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 20:12:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 20:15:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 20:18:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 20:18:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 20:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31901
Performance Team (Commerce),VNR 1,2023-09-28 20:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 20:18:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.39
Performance Team (Commerce),VNR 1,2023-09-28 20:21:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 20:24:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 20:26:40+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:07:03+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 22:07:03+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31901
Performance Team (Commerce),VNR 1,2023-09-28 22:07:03+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 22:07:03+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.39
Performance Team (Commerce),VNR 1,2023-09-28 22:07:15+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:09:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:12:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:15:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:18:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:18:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-28 22:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31901
Performance Team (Commerce),VNR 1,2023-09-28 22:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-28 22:18:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.39
Performance Team (Commerce),VNR 1,2023-09-28 22:21:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:24:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:27:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-28 22:27:50+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:08:21+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-29 00:08:21+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31901
Performance Team (Commerce),VNR 1,2023-09-29 00:08:21+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-29 00:08:21+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.39
Performance Team (Commerce),VNR 1,2023-09-29 00:09:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:09:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:12:08+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:12:08+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:12:23+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:12:23+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:12:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:12:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:12:41+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:12:41+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:15:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:15:39+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:17:09+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:17:09+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:17:30+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:17:30+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:18:39+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:18:39+00,NULL,NULL,76,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-29 00:18:39+00,NULL,NULL,NULL,NULL,NULL,driving_energy,309.65000000000003
Performance Team (Commerce),VNR 1,2023-09-29 00:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,31906
Performance Team (Commerce),VNR 1,2023-09-29 00:18:39+00,NULL,NULL,NULL,NULL,NULL,energy_regen,49.84
Performance Team (Commerce),VNR 1,2023-09-29 00:18:39+00,NULL,NULL,NULL,NULL,NULL,idle_energy,18.39
Performance Team (Commerce),VNR 1,2023-09-29 00:21:39+00,0,0,NULL,NULL,NULL,NULL,NULL
