depot,truck,timestamp,speed,distance,socpercent,chargingstatus,ignitionstatus,energytype,accumulatedkwh
Performance Team (Commerce),VNR 1,2023-09-19 23:19:22+00,NULL,NULL,NULL,NULL,NULL,idle_energy,17.150000000000002
Performance Team (Commerce),VNR 1,2023-09-19 23:22:22+00,3.7290242386575514,0.6215040397762586,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:22:22+00,NULL,NULL,48,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:25:22+00,1.8645121193287757,0.13983840894965818,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:25:22+00,NULL,NULL,47,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:28:22+00,13.05158483530143,0.3729024238657552,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:28:22+00,NULL,NULL,47,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:31:22+00,6.836544437538844,0.4972032318210069,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:31:22+00,NULL,NULL,47,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:34:22+00,22.995649471721567,0.7458048477315103,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:34:22+00,NULL,NULL,46,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:37:22+00,29.210689869484153,1.305158483530143,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:37:22+00,NULL,NULL,46,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:40:22+00,55.31385954008701,2.113113735239279,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:40:22+00,NULL,NULL,45,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:43:22+00,19.266625233064016,1.8645121193287757,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:43:22+00,NULL,NULL,45,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:46:22+00,29.83219390926041,1.2274704785581108,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:46:22+00,NULL,NULL,44,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:49:22+00,32.93971411,1.5692977004350528,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:49:22+00,NULL,NULL,44,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:52:22+00,0,0.8234928527035426,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:52:22+00,NULL,NULL,43,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:55:22+00,18.02361715,0.4505904288377875,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:55:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:58:22+00,0,0.4505904288377875,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-19 23:58:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:01:22+00,3.7290242386575514,0.093225606,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:01:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:04:22+00,1.2430080795525171,0.12430080795525172,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:04:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:05:31+00,0,0.011912160762378289,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:05:31+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:07:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:07:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:10:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:10:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:11:02+00,4.9720323182100685,0.027622401767833715,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:11:02+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:13:22+00,0,0.096678406,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:13:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:16:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:16:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:19:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:19:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:19:22+00,NULL,NULL,NULL,NULL,NULL,driving_energy,275.16
Performance Team (Commerce),VNR 1,2023-09-20 00:19:22+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,28451
Performance Team (Commerce),VNR 1,2023-09-20 00:19:22+00,NULL,NULL,NULL,NULL,NULL,energy_regen,43.92
Performance Team (Commerce),VNR 1,2023-09-20 00:19:22+00,NULL,NULL,NULL,NULL,NULL,idle_energy,17.150000000000002
Performance Team (Commerce),VNR 1,2023-09-20 00:22:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:22:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:25:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:25:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:28:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:28:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:31:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:31:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:34:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:34:22+00,NULL,NULL,41,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:37:22+00,9.944064636420137,0.24860161591050345,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:37:22+00,NULL,NULL,41,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:40:22+00,21.13113735239279,0.7768800497203232,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:40:22+00,NULL,NULL,40,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:43:22+00,34.18272218769422,1.3828464885021754,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:43:22+00,NULL,NULL,40,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:46:22+00,54.07085146053449,2.2063393412057177,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:46:22+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:49:22+00,13.05158483530143,1.6780609073958983,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:49:22+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:52:22+00,0,0.32628962088253577,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:52:22+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:53:09+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:53:09+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:54:16+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:54:16+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:55:00+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:55:00+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:55:00+00,NULL,NULL,NULL,NULL,0,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:55:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:55:22+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:55:22+00,NULL,NULL,NULL,NULL,0,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:55:26+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:55:26+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:58:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 00:58:22+00,NULL,NULL,39,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:01:09+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:01:09+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:01:16+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:01:16+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:01:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:01:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:01:28+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:01:28+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:02:06+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:02:06+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:04:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:04:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:07:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:07:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:10:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:10:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:13:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:13:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:16:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:16:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:17:40+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:17:40+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:19:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:19:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:19:22+00,NULL,NULL,NULL,NULL,NULL,driving_energy,275.3
Performance Team (Commerce),VNR 1,2023-09-20 01:19:22+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,28451
Performance Team (Commerce),VNR 1,2023-09-20 01:19:22+00,NULL,NULL,NULL,NULL,NULL,energy_regen,43.94
Performance Team (Commerce),VNR 1,2023-09-20 01:19:22+00,NULL,NULL,NULL,NULL,NULL,idle_energy,17.16
Performance Team (Commerce),VNR 1,2023-09-20 01:19:28+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:19:28+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:19:35+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:19:35+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:20:00+00,4.9720323182100685,0.017264001104896072,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:20:00+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:20:00+00,NULL,NULL,NULL,NULL,1,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:22:22+00,0,0.098059526,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:22:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:22:22+00,NULL,NULL,NULL,NULL,1,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:22:26+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:22:26+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:23:26+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:23:26+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:23:26+00,NULL,NULL,NULL,NULL,0,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:24:01+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:24:01+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:24:23+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:24:23+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:25:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:25:22+00,NULL,NULL,38,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:28:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:28:22+00,NULL,NULL,40,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:30:09+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:30:09+00,NULL,NULL,41,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:31:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:31:22+00,NULL,NULL,42,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:34:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:34:22+00,NULL,NULL,43,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:37:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:37:22+00,NULL,NULL,44,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:40:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:40:22+00,NULL,NULL,46,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:43:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:43:22+00,NULL,NULL,47,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:46:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:46:22+00,NULL,NULL,49,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:49:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:49:22+00,NULL,NULL,51,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:52:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:52:22+00,NULL,NULL,53,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:55:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:55:22+00,NULL,NULL,54,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:58:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 01:58:22+00,NULL,NULL,56,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:01:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:01:22+00,NULL,NULL,58,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:04:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:04:22+00,NULL,NULL,60,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:07:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:07:22+00,NULL,NULL,62,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:10:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:10:22+00,NULL,NULL,64,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:13:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:13:22+00,NULL,NULL,65,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:16:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:16:22+00,NULL,NULL,67,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:19:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:19:22+00,NULL,NULL,69,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:19:22+00,NULL,NULL,NULL,NULL,NULL,driving_energy,275.3
Performance Team (Commerce),VNR 1,2023-09-20 02:19:22+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,28600
Performance Team (Commerce),VNR 1,2023-09-20 02:19:22+00,NULL,NULL,NULL,NULL,NULL,energy_regen,43.94
Performance Team (Commerce),VNR 1,2023-09-20 02:19:22+00,NULL,NULL,NULL,NULL,NULL,idle_energy,17.17
Performance Team (Commerce),VNR 1,2023-09-20 02:22:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:22:22+00,NULL,NULL,70,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:25:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:25:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:28:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:28:22+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:29:52+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:29:52+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:30:24+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:30:24+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:31:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:31:22+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:32:24+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:32:24+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:32:36+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:32:36+00,NULL,NULL,75,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:34:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:34:22+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:34:22+00,NULL,NULL,NULL,NULL,1,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:37:22+00,32.93971411,0.8234928527035426,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:37:22+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:40:22+00,24.860161591050343,1.4449968924798011,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:40:22+00,NULL,NULL,74,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:43:22+00,47.23430702299565,1.802361715,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:43:22+00,NULL,NULL,73,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:46:22+00,14.294592914853947,1.538222498,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:46:22+00,NULL,NULL,73,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:49:22+00,4.9720323182100685,0.4816656308266004,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:49:22+00,NULL,NULL,73,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:52:22+00,0,0.12430080795525172,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:52:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:55:22+00,6.215040397762586,0.15537600994406464,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:55:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:58:20+00,0,0.15364960983357503,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:58:20+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:58:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 02:58:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:01:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:01:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:04:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:04:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:05:22+00,4.9720323182100685,0.041433603,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:05:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:07:22+00,9.944064636420137,0.24860161591050342,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:07:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:08:22+00,0,0.082867205,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:08:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:10:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:10:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:13:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:13:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:16:22+00,0,0,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:16:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:16:47+00,4.9720323182100685,0.017264001104896072,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:16:47+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:19:22+00,0,0.10703680685035565,NULL,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:19:22+00,NULL,NULL,72,NULL,NULL,NULL,NULL
Performance Team (Commerce),VNR 1,2023-09-20 03:19:22+00,NULL,NULL,NULL,NULL,NULL,driving_energy,275.45
Performance Team (Commerce),VNR 1,2023-09-20 03:19:22+00,NULL,NULL,NULL,NULL,NULL,energy_from_dc_charger,28630
